date,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,T2M,RH2M,WS10M,PRECTOTCORR,target_pm2_5_next_day,pm2_5_lag1,pm2_5_lag2,pm2_5_lag3,pm2_5_roll3,month,day_of_year
2023-01-14,98.48333333333333,149.7125,59.987500000000004,44.31666666666666,46.291666666666664,178.91666666666666,12.35,56.25,3.75,0.02,57.54583333333333,103.20416666666667,97.67083333333333,139.74166666666667,99.78611111111111,1,14
2023-01-15,57.54583333333333,91.25416666666666,43.762499999999996,32.35,60.375,158.20833333333334,7.77,39.37,3.75,0.0,70.44583333333334,98.48333333333333,103.20416666666667,97.67083333333333,86.4111111111111,1,15
2023-01-16,70.44583333333334,106.07916666666667,55.69583333333333,39.61666666666667,54.708333333333336,154.41666666666666,8.92,42.56,3.42,0.0,66.74166666666666,57.54583333333333,98.48333333333333,103.20416666666667,75.49166666666666,1,16
2023-01-17,66.74166666666666,101.42083333333333,55.92083333333333,38.824999999999996,64.83333333333333,156.875,8.98,42.16,3.63,0.0,92.92083333333333,70.44583333333334,57.54583333333333,98.48333333333333,64.91111111111111,1,17
2023-01-18,92.92083333333333,136.47083333333333,76.21666666666667,53.4375,58.708333333333336,162.375,9.25,37.57,2.66,0.0,113.90416666666665,66.74166666666666,70.44583333333334,57.54583333333333,76.70277777777778,1,18
2023-01-19,113.90416666666665,165.07083333333333,83.2,66.27499999999999,68.0,173.5,11.7,44.03,1.69,0.0,64.49583333333334,92.92083333333333,66.74166666666666,70.44583333333334,91.18888888888887,1,19
2023-01-20,64.49583333333334,95.02499999999999,53.0,40.041666666666664,51.041666666666664,171.58333333333334,13.01,55.44,2.12,0.05,113.18333333333334,113.90416666666665,92.92083333333333,66.74166666666666,90.44027777777778,1,20
2023-01-21,113.18333333333334,164.13750000000002,99.03750000000001,74.40416666666667,30.5,159.70833333333334,14.18,59.32,1.5,0.0,146.19166666666666,64.49583333333334,113.90416666666665,92.92083333333333,97.19444444444444,1,21
2023-01-22,146.19166666666666,210.7875,110.07083333333333,85.82916666666667,38.5,188.0,15.17,52.26,1.79,0.0,144.29583333333332,113.18333333333334,64.49583333333334,113.90416666666665,107.95694444444445,1,22
2023-01-23,144.29583333333332,207.6291666666667,115.02083333333333,77.925,40.5,203.45833333333334,16.07,52.71,2.2,0.35,144.5875,146.19166666666666,113.18333333333334,64.49583333333334,134.55694444444444,1,23
